index,word,a,b,c
1197,час,0.1,0.0,0.1823215567939546
1198,часовой,0.0,0.1,-0.1823215567939546
1199,частный,0.1,0.0,0.1823215567939546
1200,часто,0.2,0.1,0.15906469462968728
1201,часть,0.4,0.2,0.2795848622191617
1202,человек,1.0,0.6,0.5877866649021191
1203,челси,0.0,0.1,-0.1823215567939546
1204,чем,0.5,0.4,0.13353139262452277
1205,чемпион,0.0,0.1,-0.1823215567939546
1206,чемпионат,0.0,0.3,-0.4700036292457356
1207,через,0.3,0.0,0.47000362924573563
1208,черный,0.3,0.1,0.30075415401913386
1209,четыре,0.0,0.1,-0.1823215567939546
1210,чипсы,0.0,0.1,-0.1823215567939546
1211,число,0.0,0.1,-0.1823215567939546
1212,чистый,0.0,0.1,-0.1823215567939546
1213,чрезмерно,0.1,0.0,0.1823215567939546
1214,что,1.0,0.9,0.1823215567939546
1215,чтобы,0.6,0.6,0.0
1216,чувство,0.2,0.1,0.15906469462968728
1217,чувствовать,0.5,0.1,0.5465437063680698
1218,шестнадцать,0.0,0.1,-0.1823215567939546
1219,широкий,0.1,0.1,0.0
1220,широко,0.1,0.0,0.1823215567939546
1221,шить,0.2,0.1,0.15906469462968728
1222,школа,0.2,0.2,0.0
1223,школьник,0.1,0.0,0.1823215567939546
1224,школьный,0.0,0.1,-0.1823215567939546
1225,шопинг,0.1,0.0,0.1823215567939546
1226,шопоголик,0.2,0.0,0.3364722366212129
1227,шоппинг,0.2,0.0,0.3364722366212129
1228,шоу,0.0,0.1,-0.1823215567939546
1229,штеффи,0.0,0.1,-0.1823215567939546
1230,щит,0.4,0.1,0.4289956055183586
1231,эксперт,0.0,0.1,-0.1823215567939546
1232,экстремальный,0.0,0.1,-0.1823215567939546
1233,элвис,0.2,0.1,0.15906469462968728
1234,элегантный,0.3,0.0,0.47000362924573563
1235,элемент,0.0,0.1,-0.1823215567939546
1236,энтузиазм,0.1,0.0,0.1823215567939546
1237,этикетка,0.1,0.0,0.1823215567939546
1238,это,0.8,0.8,0.0
1239,этот,0.7,0.5,0.26826398659467937
1240,эффективный,0.1,0.0,0.1823215567939546
1241,юар,0.0,0.1,-0.1823215567939546
1242,юбка,0.1,0.0,0.1823215567939546
1243,ювелирный,0.1,0.0,0.1823215567939546
1244,я,0.5,0.6,-0.13353139262452274
1245,являться,0.3,0.4,-0.13720112151348515
1246,явни,0.1,0.0,0.1823215567939546
1247,язык,0.2,0.1,0.15906469462968728
1248,яркий,0.1,0.0,0.1823215567939546
1249,ясно,0.1,0.0,0.1823215567939546
1250,яффо,0.1,0.0,0.1823215567939546
